Age,MonthlyCharge,Bandwidth_GB_Year,Tenure,Churn,Contacts
0.7209252390349075,-0.003942558795864629,-1.138487026758293,-1.0487462125145348,0,-1.0058516991026796
-1.2599571596643748,1.6303258974820913,-1.1858758365750723,-1.2620011592580802,1,-1.0058516991026796
-0.14873044819892378,-0.29522481741427764,-0.6121377506525424,-0.709939803296579,0,-1.0058516991026796
-0.2453588578915717,-1.2265210716378778,-0.5618571466817583,-0.6595239638828064,0,1.0175876473118841
1.4456383117297669,-0.5280857047971815,-1.428184468640245,-1.2425512017143743,1,1.0175876473118841
1.4456383117297669,0.2883698820424217,-1.076788892866147,-1.0409751428135001,0,2.0293073205191656
1.2523814923444712,0.6402676647225805,-0.6796212586964383,-0.8051442122278709,1,-1.0058516991026796
-1.115014545125403,-1.3430982633741453,-1.1041299460065443,-1.1444758337339471,1,-1.0058516991026796
-0.19704465304524774,-1.284466906084505,-0.9516201278501971,-0.9948475885163598,0,1.0175876473118841
1.5905809262687387,-0.23618767028397755,-1.3196031395608527,-1.1763258177700682,0,0.005867974104602262
-1.4532139790496708,0.054337455519541555,-0.30366925596741784,-0.5770772231059956,0,-1.0058516991026796
0.14115478087901998,-0.5277648688353587,-1.0121578583342967,-0.9078143071046398,0,0.005867974104602262
1.4456383117297669,-0.8193965142531648,-1.0049277035553403,-0.8136641324836795,0,-1.0058516991026796
-1.1633287499717269,0.2875274227439585,-0.6606519202176775,-0.6673905557377415,0,0.005867974104602262
-1.115014545125403,-0.29480568366666204,-0.8283261280844842,-0.9252790723682481,1,2.0293073205191656
-0.6801867015084874,0.11704315239957137,-0.7103868401018523,-0.7811957463028438,1,0.005867974104602262
0.4793542148032877,0.5202835849094483,-0.6049668411847808,-0.7088806634846492,1,0.005867974104602262
0.3344116002643158,0.6999856072733608,-1.1487550410882603,-1.218636000354586,1,2.0293073205191656
0.3827258051106398,-0.46887827730447623,-0.7135525973023462,-0.6586643495147995,0,0.005867974104602262
-1.4532139790496708,-0.5281706586760181,-0.6581869982279507,-0.8214296515667315,1,0.005867974104602262
-0.7285009063548112,0.2876890866219428,-0.48601005518490775,-0.5321993969828047,0,-1.0058516991026796
-1.115014545125403,-1.0509561028982646,-1.2805484994481717,-1.2143752859646828,0,0.005867974104602262
-0.05210203850627586,-1.1099082961497284,-1.2261101571312556,-1.054162420093918,0,0.005867974104602262
0.7209252390349075,-0.5280857047971815,-1.1197956245812266,-0.9826308773775781,0,-1.0058516991026796
1.0591246729591752,-0.2355068748634973,-1.153942066564731,-1.0875153205165573,1,0.005867974104602262
1.1557530826518232,-1.866975020280065,-1.198089471601636,-1.1485071989623208,1,0.005867974104602262
-0.2936730627378957,1.164975772648398,-0.8630365474292173,-0.9122140515257888,1,-1.0058516991026796
0.8175536487275554,-0.7601890867604588,-1.3606581973634946,-1.25308568712767,1,-1.0058516991026796
-1.5981565935886426,0.640588500684404,-0.9760846270524459,-1.2516498984328337,1,1.0175876473118841
0.7692394438812314,1.9800783851314638,-0.7538103880389816,-1.100544923191214,1,0.005867974104602262
-0.3903014724305436,1.3385895268468702,-0.7307735469823261,-0.8866023841903011,0,-1.0058516991026796
-0.6318724966621634,-0.5853507438233292,-1.3270563482091715,-1.1701197658139526,0,1.0175876473118841
1.397324106883443,1.3385895268468702,-1.0883965188612055,-1.1269605980785402,1,-1.0058516991026796
1.0108104681128514,0.054337455519541555,-0.3256379602872829,-0.515357688285214,1,0.005867974104602262
0.7692394438812314,2.2132683523558807,-1.0573597060308364,-1.1744634661179154,1,0.005867974104602262
-0.05210203850627586,-0.23617432637702204,-0.9987162631662835,-1.0985509803146682,1,-1.0058516991026796
-1.3082713645106987,1.3359816663294255,-1.1416648784921672,-1.1804516554861881,1,0.005867974104602262
-1.3565855693570228,-0.7597302473211176,-0.9387813135210591,-1.0349026237845231,0,1.0175876473118841
0.6242968293422596,0.2873682506601193,-1.0426335806062992,-0.9333207387803956,0,0.005867974104602262
0.9141820584202033,-0.5857107032819858,-0.8522085595627122,-0.6990525517323531,0,0.005867974104602262
-1.5498423887423185,-0.0038881119294383298,-0.9528729024515139,-0.9585756452581666,0,0.005867974104602262
0.09284057603269602,-1.5170328535344415,-1.1438136302193975,-1.1921811278961985,0,1.0175876473118841
-0.5835582918158394,1.9216367069380744,-1.0373304772544545,-1.1573343176802533,1,0.005867974104602262
-1.018386135432755,0.46184190671605835,-0.6295261730645955,-0.6038404254573242,0,-1.0058516991026796
-1.5015281838959946,1.6303258974820913,-0.9059206478209693,-0.9729992408161331,1,-1.0058516991026796
-0.4386156772768675,1.6895333249747972,-0.7695693630372734,-0.9132841365325185,1,0.005867974104602262
-1.4532139790496708,0.2873682506601193,-0.461038937685513,-0.4639909371848937,1,0.005867974104602262
-0.4869298821231915,0.5212132337151381,-0.9968953665672085,-0.9492204971909545,1,0.005867974104602262
1.5905809262687387,-1.5756974890841853,-1.2137782923297116,-1.0122593134363107,0,1.0175876473118841
1.4939525165760907,-1.866209270980749,-1.1414911170951427,-0.8682032012376165,0,-1.0058516991026796
0.43104000995696373,0.2877176374595124,-1.0827246866446156,-1.179286103995116,1,2.0293073205191656
0.7209252390349075,0.35004344052773684,-0.9876036344874458,-1.028197013600445,1,0.005867974104602262
0.28609739541799184,-0.5277648688353587,-1.2195615711445569,-1.0982504698011073,0,-1.0058516991026796
-1.066700340279079,-0.06241474400166477,-1.345180665462866,-1.2470210102072885,1,-1.0058516991026796
-0.10041624335259981,-0.2939743326467642,-0.9590338784769213,-0.84890345578031,1,1.0175876473118841
0.2377831905716679,-0.9935207835097121,-0.7101059477125629,-0.7767841860936733,0,0.005867974104602262
0.9624962632665273,-1.3430982633741453,-0.9463779442668683,-0.9440689105057617,1,-1.0058516991026796
-0.970071930586431,-0.7011778356590141,-1.1139565721969238,-1.0511123200381538,0,-1.0058516991026796
0.2377831905716679,1.1067043748174135,-0.6971845015002373,-0.7112042140138669,1,1.0175876473118841
-0.19704465304524774,-1.109587460187905,-1.2427450832675997,-1.0321779935297548,0,0.005867974104602262
-1.3082713645106987,-0.1783876640142341,-1.054991053209938,-1.1971666963493675,0,0.005867974104602262
-1.3565855693570228,0.5205277108721246,-1.2299127028999965,-1.217064843981979,0,2.0293073205191656
-0.5352440869695154,-0.469698473470218,-0.9042238189449592,-1.004687944054223,1,2.0293073205191656
1.349009902037119,-1.8658884350189253,-1.0508905657906202,-0.8424395136518485,0,-1.0058516991026796
-0.4869298821231915,-1.051120002404638,-1.0565378508930572,-0.9413617104198202,0,-1.0058516991026796
0.4793542148032877,0.2873377436477077,-0.833659266871512,-1.0063503593212735,0,0.005867974104602262
